"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","nlogq","attr","conv_GR"
"GO:0001654","BP","GO:0001654","Eye development","134/2741","419/20772",7.51435362613191e-24,3.47526682587351e-21,2.31592598796936e-21,"ENSG00000121068/ENSG00000115596/ENSG00000171819/ENSG00000148704/ENSG00000126785/ENSG00000197614/ENSG00000140873/ENSG00000092969/ENSG00000176692/ENSG00000184564/ENSG00000105370/ENSG00000144810/ENSG00000007372/ENSG00000008196/ENSG00000134138/ENSG00000137203/ENSG00000116035/ENSG00000107485/ENSG00000184302/ENSG00000143995/ENSG00000122641/ENSG00000106689/ENSG00000115844/ENSG00000130635/ENSG00000180660/ENSG00000166147/ENSG00000054598/ENSG00000101197/ENSG00000273706/ENSG00000077092/ENSG00000144355/ENSG00000104237/ENSG00000075891/ENSG00000181541/ENSG00000240583/ENSG00000188064/ENSG00000026025/ENSG00000102678/ENSG00000138083/ENSG00000154764/ENSG00000187498/ENSG00000173482/ENSG00000109846/ENSG00000164093/ENSG00000134853/ENSG00000111186/ENSG00000002745/ENSG00000197406/ENSG00000117707/ENSG00000146648/ENSG00000125378/ENSG00000204262/ENSG00000127928/ENSG00000134438/ENSG00000143816/ENSG00000138829/ENSG00000107859/ENSG00000081148/ENSG00000134245/ENSG00000178573/ENSG00000138696/ENSG00000186790/ENSG00000177606/ENSG00000158955/ENSG00000148516/ENSG00000142627/ENSG00000113721/ENSG00000137273/ENSG00000204217/ENSG00000134376/ENSG00000146555/ENSG00000122691/ENSG00000083857/ENSG00000186765/ENSG00000125398/ENSG00000101384/ENSG00000069188/ENSG00000166949/ENSG00000082014/ENSG00000058668/ENSG00000187098/ENSG00000171587/ENSG00000180176/ENSG00000133216/ENSG00000087085/ENSG00000182541/ENSG00000179431/ENSG00000140465/ENSG00000148053/ENSG00000106799/ENSG00000114251/ENSG00000132688/ENSG00000138061/ENSG00000101144/ENSG00000121039/ENSG00000115380/ENSG00000134250/ENSG00000151067/ENSG00000057657/ENSG00000196116/ENSG00000163513/ENSG00000148204/ENSG00000099250/ENSG00000064393/ENSG00000114315/ENSG00000218336/ENSG00000139540/ENSG00000136603/ENSG00000174804/ENSG00000172037/ENSG00000182704/ENSG00000104881/ENSG00000137936/ENSG00000131759/ENSG00000105325/ENSG00000125875/ENSG00000100644/ENSG00000049449/ENSG00000164442/ENSG00000165323/ENSG00000040531/ENSG00000118217/ENSG00000136826/ENSG00000128791/ENSG00000134183/ENSG00000198707/ENSG00000099246/ENSG00000105419/ENSG00000146950/ENSG00000064309/ENSG00000188766/ENSG00000139174/ENSG00000123349/ENSG00000106571",134,20.6352753238436,"Up",0.0488872674206494
"GO:0072001","BP","GO:0072001","Renal system development","117/2741","341/20772",7.63555172037494e-24,3.47526682587351e-21,2.31592598796936e-21,"ENSG00000166396/ENSG00000115596/ENSG00000092969/ENSG00000176692/ENSG00000156466/ENSG00000112837/ENSG00000107796/ENSG00000008196/ENSG00000077943/ENSG00000139292/ENSG00000137203/ENSG00000107485/ENSG00000150347/ENSG00000259207/ENSG00000168621/ENSG00000166147/ENSG00000162849/ENSG00000054598/ENSG00000166923/ENSG00000151892/ENSG00000273706/ENSG00000077092/ENSG00000085741/ENSG00000143867/ENSG00000075891/ENSG00000168743/ENSG00000240583/ENSG00000188064/ENSG00000183691/ENSG00000100985/ENSG00000003137/ENSG00000187498/ENSG00000128342/ENSG00000049192/ENSG00000109906/ENSG00000113578/ENSG00000134853/ENSG00000141449/ENSG00000117707/ENSG00000125378/ENSG00000164619/ENSG00000171016/ENSG00000137573/ENSG00000138193/ENSG00000134245/ENSG00000125266/ENSG00000125845/ENSG00000100311/ENSG00000158955/ENSG00000081189/ENSG00000138792/ENSG00000182197/ENSG00000163659/ENSG00000196562/ENSG00000113721/ENSG00000145147/ENSG00000137834/ENSG00000081479/ENSG00000122870/ENSG00000154734/ENSG00000005884/ENSG00000003402/ENSG00000125398/ENSG00000116106/ENSG00000101384/ENSG00000166949/ENSG00000104313/ENSG00000101665/ENSG00000162552/ENSG00000171456/ENSG00000126562/ENSG00000178568/ENSG00000103811/ENSG00000004399/ENSG00000106799/ENSG00000114251/ENSG00000120738/ENSG00000101144/ENSG00000121039/ENSG00000170873/ENSG00000166341/ENSG00000134250/ENSG00000018408/ENSG00000179222/ENSG00000099139/ENSG00000057657/ENSG00000124145/ENSG00000130702/ENSG00000113971/ENSG00000099250/ENSG00000091879/ENSG00000126603/ENSG00000176928/ENSG00000126778/ENSG00000006016/ENSG00000114315/ENSG00000185008/ENSG00000112655/ENSG00000134569/ENSG00000172037/ENSG00000116962/ENSG00000167034/ENSG00000131759/ENSG00000095596/ENSG00000120868/ENSG00000058262/ENSG00000153094/ENSG00000008710/ENSG00000109083/ENSG00000138814/ENSG00000198707/ENSG00000166224/ENSG00000147257/ENSG00000170962/ENSG00000139174/ENSG00000166333/ENSG00000106571",117,20.6352753238436,"Up",0.0426851514045969
"GO:0048568","BP","GO:0048568","Embryonic organ development","150/2741","497/20772",1.06225747173256e-23,4.5124697399199e-21,3.0071204498029e-21,"ENSG00000173917/ENSG00000121068/ENSG00000105880/ENSG00000197614/ENSG00000105991/ENSG00000092969/ENSG00000176692/ENSG00000182742/ENSG00000184564/ENSG00000112837/ENSG00000185551/ENSG00000007372/ENSG00000077943/ENSG00000120093/ENSG00000137203/ENSG00000116035/ENSG00000176165/ENSG00000107485/ENSG00000167244/ENSG00000113196/ENSG00000115844/ENSG00000105997/ENSG00000112175/ENSG00000168621/ENSG00000078401/ENSG00000116132/ENSG00000164107/ENSG00000006377/ENSG00000135111/ENSG00000166147/ENSG00000054598/ENSG00000164532/ENSG00000273706/ENSG00000077092/ENSG00000121742/ENSG00000133816/ENSG00000085741/ENSG00000138795/ENSG00000143867/ENSG00000179348/ENSG00000075891/ENSG00000136574/ENSG00000116016/ENSG00000188064/ENSG00000171223/ENSG00000119699/ENSG00000102678/ENSG00000183072/ENSG00000138083/ENSG00000183691/ENSG00000180053/ENSG00000060718/ENSG00000139219/ENSG00000128342/ENSG00000164093/ENSG00000178919/ENSG00000109705/ENSG00000065320/ENSG00000134853/ENSG00000002745/ENSG00000169242/ENSG00000117707/ENSG00000146648/ENSG00000125378/ENSG00000052850/ENSG00000179981/ENSG00000138829/ENSG00000049130/ENSG00000169429/ENSG00000146374/ENSG00000204103/ENSG00000124813/ENSG00000100311/ENSG00000158955/ENSG00000148516/ENSG00000081189/ENSG00000163646/ENSG00000142627/ENSG00000142871/ENSG00000100628/ENSG00000137273/ENSG00000163132/ENSG00000157227/ENSG00000184058/ENSG00000122691/ENSG00000125398/ENSG00000171345/ENSG00000166949/ENSG00000164930/ENSG00000104313/ENSG00000170421/ENSG00000139263/ENSG00000180176/ENSG00000163093/ENSG00000164683/ENSG00000133216/ENSG00000070614/ENSG00000175899/ENSG00000135766/ENSG00000176842/ENSG00000106799/ENSG00000114251/ENSG00000132688/ENSG00000180340/ENSG00000101144/ENSG00000121039/ENSG00000115380/ENSG00000007866/ENSG00000134250/ENSG00000105329/ENSG00000168283/ENSG00000099139/ENSG00000057657/ENSG00000071246/ENSG00000169946/ENSG00000113971/ENSG00000117298/ENSG00000163513/ENSG00000148204/ENSG00000126778/ENSG00000064393/ENSG00000114315/ENSG00000095397/ENSG00000187079/ENSG00000112655/ENSG00000125629/ENSG00000161714/ENSG00000104881/ENSG00000131759/ENSG00000221866/ENSG00000100644/ENSG00000182871/ENSG00000164442/ENSG00000179588/ENSG00000070831/ENSG00000168014/ENSG00000100106/ENSG00000107882/ENSG00000196739/ENSG00000196586/ENSG00000008710/ENSG00000173947/ENSG00000129749/ENSG00000198707/ENSG00000134046/ENSG00000112320/ENSG00000142208/ENSG00000139174/ENSG00000106571/ENSG00000105429",150,20.5218491759444,"Up",0.0547245530828165
"GO:0048880","BP","GO:0048880","Sensory system development","137/2741","436/20772",1.50850072367995e-23,6.0076041320554e-21,4.00348152587166e-21,"ENSG00000121068/ENSG00000115596/ENSG00000171819/ENSG00000148704/ENSG00000126785/ENSG00000197614/ENSG00000140873/ENSG00000092969/ENSG00000176692/ENSG00000184564/ENSG00000105370/ENSG00000144810/ENSG00000007372/ENSG00000008196/ENSG00000134138/ENSG00000137203/ENSG00000016082/ENSG00000116035/ENSG00000107485/ENSG00000184302/ENSG00000143995/ENSG00000122641/ENSG00000106689/ENSG00000115844/ENSG00000130635/ENSG00000180660/ENSG00000166147/ENSG00000054598/ENSG00000101197/ENSG00000273706/ENSG00000077092/ENSG00000144355/ENSG00000104237/ENSG00000075891/ENSG00000181541/ENSG00000240583/ENSG00000188064/ENSG00000026025/ENSG00000102678/ENSG00000138083/ENSG00000154764/ENSG00000187498/ENSG00000173482/ENSG00000109846/ENSG00000164093/ENSG00000134853/ENSG00000111186/ENSG00000002745/ENSG00000197406/ENSG00000117707/ENSG00000146648/ENSG00000125378/ENSG00000204262/ENSG00000127928/ENSG00000134438/ENSG00000143816/ENSG00000138829/ENSG00000107859/ENSG00000081148/ENSG00000134245/ENSG00000178573/ENSG00000138696/ENSG00000186790/ENSG00000177606/ENSG00000158955/ENSG00000148516/ENSG00000142627/ENSG00000113721/ENSG00000137273/ENSG00000204217/ENSG00000134376/ENSG00000146555/ENSG00000122691/ENSG00000083857/ENSG00000186765/ENSG00000125398/ENSG00000101384/ENSG00000069188/ENSG00000166949/ENSG00000082014/ENSG00000058668/ENSG00000187098/ENSG00000171587/ENSG00000180176/ENSG00000133216/ENSG00000087085/ENSG00000182541/ENSG00000179431/ENSG00000140465/ENSG00000148053/ENSG00000106799/ENSG00000114251/ENSG00000132688/ENSG00000138061/ENSG00000101144/ENSG00000121039/ENSG00000115380/ENSG00000134250/ENSG00000151067/ENSG00000057657/ENSG00000196116/ENSG00000181291/ENSG00000163513/ENSG00000148204/ENSG00000099250/ENSG00000064393/ENSG00000114315/ENSG00000218336/ENSG00000139540/ENSG00000136603/ENSG00000174804/ENSG00000172037/ENSG00000182704/ENSG00000104881/ENSG00000137936/ENSG00000131759/ENSG00000105325/ENSG00000125875/ENSG00000100644/ENSG00000049449/ENSG00000164442/ENSG00000165323/ENSG00000040531/ENSG00000118217/ENSG00000136826/ENSG00000128791/ENSG00000134183/ENSG00000198707/ENSG00000099246/ENSG00000105419/ENSG00000146950/ENSG00000064309/ENSG00000075213/ENSG00000188766/ENSG00000139174/ENSG00000123349/ENSG00000106571",137,20.3975621712109,"Up",0.0499817584823057
"GO:0150063","BP","GO:0150063","Visual system development","134/2741","423/20772",2.01913170637889e-23,7.56818072532135e-21,5.04345343871978e-21,"ENSG00000121068/ENSG00000115596/ENSG00000171819/ENSG00000148704/ENSG00000126785/ENSG00000197614/ENSG00000140873/ENSG00000092969/ENSG00000176692/ENSG00000184564/ENSG00000105370/ENSG00000144810/ENSG00000007372/ENSG00000008196/ENSG00000134138/ENSG00000137203/ENSG00000116035/ENSG00000107485/ENSG00000184302/ENSG00000143995/ENSG00000122641/ENSG00000106689/ENSG00000115844/ENSG00000130635/ENSG00000180660/ENSG00000166147/ENSG00000054598/ENSG00000101197/ENSG00000273706/ENSG00000077092/ENSG00000144355/ENSG00000104237/ENSG00000075891/ENSG00000181541/ENSG00000240583/ENSG00000188064/ENSG00000026025/ENSG00000102678/ENSG00000138083/ENSG00000154764/ENSG00000187498/ENSG00000173482/ENSG00000109846/ENSG00000164093/ENSG00000134853/ENSG00000111186/ENSG00000002745/ENSG00000197406/ENSG00000117707/ENSG00000146648/ENSG00000125378/ENSG00000204262/ENSG00000127928/ENSG00000134438/ENSG00000143816/ENSG00000138829/ENSG00000107859/ENSG00000081148/ENSG00000134245/ENSG00000178573/ENSG00000138696/ENSG00000186790/ENSG00000177606/ENSG00000158955/ENSG00000148516/ENSG00000142627/ENSG00000113721/ENSG00000137273/ENSG00000204217/ENSG00000134376/ENSG00000146555/ENSG00000122691/ENSG00000083857/ENSG00000186765/ENSG00000125398/ENSG00000101384/ENSG00000069188/ENSG00000166949/ENSG00000082014/ENSG00000058668/ENSG00000187098/ENSG00000171587/ENSG00000180176/ENSG00000133216/ENSG00000087085/ENSG00000182541/ENSG00000179431/ENSG00000140465/ENSG00000148053/ENSG00000106799/ENSG00000114251/ENSG00000132688/ENSG00000138061/ENSG00000101144/ENSG00000121039/ENSG00000115380/ENSG00000134250/ENSG00000151067/ENSG00000057657/ENSG00000196116/ENSG00000163513/ENSG00000148204/ENSG00000099250/ENSG00000064393/ENSG00000114315/ENSG00000218336/ENSG00000139540/ENSG00000136603/ENSG00000174804/ENSG00000172037/ENSG00000182704/ENSG00000104881/ENSG00000137936/ENSG00000131759/ENSG00000105325/ENSG00000125875/ENSG00000100644/ENSG00000049449/ENSG00000164442/ENSG00000165323/ENSG00000040531/ENSG00000118217/ENSG00000136826/ENSG00000128791/ENSG00000134183/ENSG00000198707/ENSG00000099246/ENSG00000105419/ENSG00000146950/ENSG00000064309/ENSG00000188766/ENSG00000139174/ENSG00000123349/ENSG00000106571",134,20.2972719842341,"Up",0.0488872674206494
"GO:0010975","BP","GO:0010975","Regulation of neuron projection development","145/2741","480/20772",5.47984160358067e-23,1.93986392766756e-20,1.29272988472774e-20,"ENSG00000189056/ENSG00000075223/ENSG00000115414/ENSG00000107485/ENSG00000112175/ENSG00000165694/ENSG00000134259/ENSG00000116132/ENSG00000153993/ENSG00000185924/ENSG00000175745/ENSG00000170396/ENSG00000107984/ENSG00000167755/ENSG00000026025/ENSG00000157240/ENSG00000171617/ENSG00000154764/ENSG00000170558/ENSG00000164796/ENSG00000065320/ENSG00000169242/ENSG00000162676/ENSG00000182580/ENSG00000069869/ENSG00000170921/ENSG00000104435/ENSG00000119283/ENSG00000078018/ENSG00000125266/ENSG00000169330/ENSG00000076356/ENSG00000143320/ENSG00000120899/ENSG00000130827/ENSG00000153071/ENSG00000145147/ENSG00000172260/ENSG00000171094/ENSG00000162733/ENSG00000204217/ENSG00000171533/ENSG00000118432/ENSG00000110047/ENSG00000005884/ENSG00000003402/ENSG00000187323/ENSG00000198400/ENSG00000118785/ENSG00000116106/ENSG00000006210/ENSG00000004468/ENSG00000012171/ENSG00000112902/ENSG00000171587/ENSG00000044524/ENSG00000138311/ENSG00000033122/ENSG00000184349/ENSG00000176697/ENSG00000133216/ENSG00000152377/ENSG00000091129/ENSG00000151239/ENSG00000004399/ENSG00000198121/ENSG00000163110/ENSG00000148053/ENSG00000114251/ENSG00000127870/ENSG00000101144/ENSG00000140443/ENSG00000196576/ENSG00000157851/ENSG00000068971/ENSG00000132639/ENSG00000174233/ENSG00000136040/ENSG00000182158/ENSG00000131711/ENSG00000103260/ENSG00000140538/ENSG00000198910/ENSG00000162631/ENSG00000113273/ENSG00000143322/ENSG00000099250/ENSG00000175866/ENSG00000083290/ENSG00000131584/ENSG00000109099/ENSG00000107130/ENSG00000198753/ENSG00000114315/ENSG00000218336/ENSG00000136603/ENSG00000174804/ENSG00000153707/ENSG00000044090/ENSG00000185008/ENSG00000183762/ENSG00000112655/ENSG00000134569/ENSG00000187164/ENSG00000182704/ENSG00000137825/ENSG00000275342/ENSG00000138760/ENSG00000198846/ENSG00000004139/ENSG00000094631/ENSG00000100503/ENSG00000221866/ENSG00000127603/ENSG00000118200/ENSG00000148948/ENSG00000183049/ENSG00000135622/ENSG00000204580/ENSG00000165323/ENSG00000044574/ENSG00000112697/ENSG00000066032/ENSG00000196924/ENSG00000061337/ENSG00000177169/ENSG00000066084/ENSG00000105662/ENSG00000166710/ENSG00000117385/ENSG00000077264/ENSG00000110492/ENSG00000136826/ENSG00000138814/ENSG00000134313/ENSG00000107562/ENSG00000203879/ENSG00000142208/ENSG00000169439/ENSG00000075213/ENSG00000116473/ENSG00000080371/ENSG00000030582/ENSG00000180370/ENSG00000105429",145,19.8884922112582,"Up",0.0529004013133893
"GO:0001822","BP","GO:0001822","Kidney development","113/2741","331/20772",7.23531774223164e-23,2.42649708702632e-20,1.6170233668788e-20,"ENSG00000166396/ENSG00000115596/ENSG00000092969/ENSG00000176692/ENSG00000156466/ENSG00000107796/ENSG00000008196/ENSG00000077943/ENSG00000137203/ENSG00000107485/ENSG00000150347/ENSG00000259207/ENSG00000168621/ENSG00000166147/ENSG00000162849/ENSG00000054598/ENSG00000166923/ENSG00000151892/ENSG00000273706/ENSG00000077092/ENSG00000085741/ENSG00000143867/ENSG00000075891/ENSG00000168743/ENSG00000240583/ENSG00000188064/ENSG00000183691/ENSG00000100985/ENSG00000003137/ENSG00000128342/ENSG00000049192/ENSG00000109906/ENSG00000113578/ENSG00000134853/ENSG00000141449/ENSG00000117707/ENSG00000125378/ENSG00000164619/ENSG00000171016/ENSG00000137573/ENSG00000138193/ENSG00000134245/ENSG00000125266/ENSG00000125845/ENSG00000100311/ENSG00000158955/ENSG00000081189/ENSG00000138792/ENSG00000182197/ENSG00000163659/ENSG00000196562/ENSG00000113721/ENSG00000145147/ENSG00000137834/ENSG00000081479/ENSG00000122870/ENSG00000154734/ENSG00000005884/ENSG00000003402/ENSG00000125398/ENSG00000116106/ENSG00000101384/ENSG00000166949/ENSG00000104313/ENSG00000101665/ENSG00000162552/ENSG00000171456/ENSG00000126562/ENSG00000178568/ENSG00000103811/ENSG00000004399/ENSG00000106799/ENSG00000114251/ENSG00000120738/ENSG00000101144/ENSG00000121039/ENSG00000170873/ENSG00000166341/ENSG00000134250/ENSG00000018408/ENSG00000179222/ENSG00000099139/ENSG00000057657/ENSG00000124145/ENSG00000130702/ENSG00000113971/ENSG00000099250/ENSG00000091879/ENSG00000126603/ENSG00000176928/ENSG00000126778/ENSG00000006016/ENSG00000114315/ENSG00000185008/ENSG00000112655/ENSG00000134569/ENSG00000172037/ENSG00000116962/ENSG00000167034/ENSG00000131759/ENSG00000095596/ENSG00000120868/ENSG00000058262/ENSG00000153094/ENSG00000008710/ENSG00000109083/ENSG00000138814/ENSG00000198707/ENSG00000166224/ENSG00000147257/ENSG00000170962/ENSG00000166333/ENSG00000106571",113,19.7912837042536,"Up",0.0412258299890551
"GO:0001503","BP","GO:0001503","Ossification","144/2741","477/20772",8.31714469555361e-23,2.64984230000338e-20,1.76586114220333e-20,"ENSG00000105880/ENSG00000073282/ENSG00000019186/ENSG00000176692/ENSG00000087494/ENSG00000017427/ENSG00000137809/ENSG00000137203/ENSG00000120149/ENSG00000111341/ENSG00000167244/ENSG00000146674/ENSG00000115461/ENSG00000112175/ENSG00000073756/ENSG00000113083/ENSG00000164023/ENSG00000132170/ENSG00000125965/ENSG00000019549/ENSG00000137745/ENSG00000164107/ENSG00000041982/ENSG00000054598/ENSG00000166923/ENSG00000085741/ENSG00000138795/ENSG00000143867/ENSG00000168487/ENSG00000168743/ENSG00000107984/ENSG00000188064/ENSG00000171223/ENSG00000102678/ENSG00000157240/ENSG00000108821/ENSG00000183691/ENSG00000150938/ENSG00000060718/ENSG00000118523/ENSG00000139219/ENSG00000109321/ENSG00000164692/ENSG00000146197/ENSG00000140937/ENSG00000151388/ENSG00000109906/ENSG00000143369/ENSG00000134352/ENSG00000171522/ENSG00000169231/ENSG00000146648/ENSG00000125378/ENSG00000204262/ENSG00000087245/ENSG00000102174/ENSG00000183023/ENSG00000138829/ENSG00000160801/ENSG00000011028/ENSG00000196923/ENSG00000266524/ENSG00000138696/ENSG00000125845/ENSG00000124813/ENSG00000081189/ENSG00000120899/ENSG00000122877/ENSG00000182197/ENSG00000142627/ENSG00000184371/ENSG00000147408/ENSG00000137834/ENSG00000142871/ENSG00000169884/ENSG00000094975/ENSG00000162733/ENSG00000204217/ENSG00000157613/ENSG00000168056/ENSG00000157227/ENSG00000122691/ENSG00000125398/ENSG00000118785/ENSG00000070404/ENSG00000185386/ENSG00000101384/ENSG00000166949/ENSG00000101665/ENSG00000115641/ENSG00000107821/ENSG00000162510/ENSG00000078804/ENSG00000162552/ENSG00000162643/ENSG00000087085/ENSG00000165973/ENSG00000112773/ENSG00000111424/ENSG00000114251/ENSG00000143367/ENSG00000101144/ENSG00000172201/ENSG00000095739/ENSG00000166341/ENSG00000018408/ENSG00000174306/ENSG00000131650/ENSG00000105810/ENSG00000221869/ENSG00000155090/ENSG00000130522/ENSG00000169762/ENSG00000197599/ENSG00000104331/ENSG00000156427/ENSG00000134243/ENSG00000177119/ENSG00000183762/ENSG00000134569/ENSG00000126524/ENSG00000169184/ENSG00000269821/ENSG00000185269/ENSG00000162496/ENSG00000260428/ENSG00000100644/ENSG00000165458/ENSG00000167460/ENSG00000107882/ENSG00000130529/ENSG00000110492/ENSG00000134996/ENSG00000166886/ENSG00000128791/ENSG00000138814/ENSG00000147257/ENSG00000172071/ENSG00000142208/ENSG00000175104/ENSG00000139174/ENSG00000184677/ENSG00000166333/ENSG00000106571",144,19.7530434499917,"Up",0.0525355709595038
"GO:0043010","BP","GO:0043010","Camera-type eye development","120/2741","367/20772",2.17103776716696e-22,6.58754888208945e-20,4.38995807155464e-20,"ENSG00000121068/ENSG00000115596/ENSG00000171819/ENSG00000148704/ENSG00000126785/ENSG00000092969/ENSG00000176692/ENSG00000184564/ENSG00000105370/ENSG00000144810/ENSG00000007372/ENSG00000008196/ENSG00000137203/ENSG00000116035/ENSG00000107485/ENSG00000143995/ENSG00000122641/ENSG00000106689/ENSG00000115844/ENSG00000180660/ENSG00000166147/ENSG00000054598/ENSG00000101197/ENSG00000273706/ENSG00000144355/ENSG00000104237/ENSG00000075891/ENSG00000181541/ENSG00000240583/ENSG00000188064/ENSG00000026025/ENSG00000138083/ENSG00000154764/ENSG00000187498/ENSG00000173482/ENSG00000109846/ENSG00000164093/ENSG00000134853/ENSG00000111186/ENSG00000002745/ENSG00000197406/ENSG00000117707/ENSG00000146648/ENSG00000125378/ENSG00000134438/ENSG00000143816/ENSG00000138829/ENSG00000107859/ENSG00000081148/ENSG00000134245/ENSG00000178573/ENSG00000138696/ENSG00000186790/ENSG00000177606/ENSG00000158955/ENSG00000148516/ENSG00000142627/ENSG00000113721/ENSG00000137273/ENSG00000204217/ENSG00000134376/ENSG00000146555/ENSG00000122691/ENSG00000083857/ENSG00000125398/ENSG00000101384/ENSG00000069188/ENSG00000166949/ENSG00000082014/ENSG00000058668/ENSG00000187098/ENSG00000171587/ENSG00000180176/ENSG00000133216/ENSG00000087085/ENSG00000182541/ENSG00000179431/ENSG00000140465/ENSG00000148053/ENSG00000106799/ENSG00000114251/ENSG00000132688/ENSG00000138061/ENSG00000101144/ENSG00000121039/ENSG00000115380/ENSG00000134250/ENSG00000151067/ENSG00000057657/ENSG00000196116/ENSG00000163513/ENSG00000148204/ENSG00000099250/ENSG00000064393/ENSG00000114315/ENSG00000218336/ENSG00000136603/ENSG00000174804/ENSG00000172037/ENSG00000182704/ENSG00000104881/ENSG00000137936/ENSG00000131759/ENSG00000105325/ENSG00000125875/ENSG00000100644/ENSG00000049449/ENSG00000164442/ENSG00000165323/ENSG00000040531/ENSG00000136826/ENSG00000128791/ENSG00000134183/ENSG00000198707/ENSG00000146950/ENSG00000064309/ENSG00000188766/ENSG00000139174/ENSG00000123349/ENSG00000106571",120,19.3575396276803,"Up",0.0437796424662532
"GO:0090596","BP","GO:0090596","Sensory organ morphogenesis","104/2741","296/20772",3.14932992705243e-22,9.1216046796264e-20,6.07865881613852e-20,"ENSG00000121068/ENSG00000105880/ENSG00000197614/ENSG00000105991/ENSG00000184564/ENSG00000112837/ENSG00000144810/ENSG00000007372/ENSG00000008196/ENSG00000077943/ENSG00000137203/ENSG00000116035/ENSG00000176165/ENSG00000107485/ENSG00000143995/ENSG00000130635/ENSG00000078401/ENSG00000116132/ENSG00000006377/ENSG00000135111/ENSG00000166147/ENSG00000273706/ENSG00000077092/ENSG00000121742/ENSG00000143867/ENSG00000179348/ENSG00000104237/ENSG00000075891/ENSG00000240583/ENSG00000102678/ENSG00000138083/ENSG00000183691/ENSG00000003137/ENSG00000060718/ENSG00000139219/ENSG00000173482/ENSG00000164093/ENSG00000109705/ENSG00000065320/ENSG00000002745/ENSG00000197406/ENSG00000117707/ENSG00000125378/ENSG00000204262/ENSG00000127928/ENSG00000179981/ENSG00000143816/ENSG00000138829/ENSG00000107859/ENSG00000081148/ENSG00000134245/ENSG00000204103/ENSG00000186790/ENSG00000148516/ENSG00000163646/ENSG00000142627/ENSG00000137273/ENSG00000163132/ENSG00000134376/ENSG00000184058/ENSG00000146555/ENSG00000122691/ENSG00000083857/ENSG00000186765/ENSG00000125398/ENSG00000101384/ENSG00000069188/ENSG00000164930/ENSG00000104313/ENSG00000171587/ENSG00000139263/ENSG00000180176/ENSG00000133216/ENSG00000179431/ENSG00000148053/ENSG00000114251/ENSG00000180340/ENSG00000101144/ENSG00000115380/ENSG00000134250/ENSG00000057657/ENSG00000196116/ENSG00000148204/ENSG00000126778/ENSG00000064393/ENSG00000095397/ENSG00000218336/ENSG00000112655/ENSG00000125629/ENSG00000182704/ENSG00000137936/ENSG00000125875/ENSG00000100644/ENSG00000164442/ENSG00000165323/ENSG00000100106/ENSG00000196586/ENSG00000134183/ENSG00000129749/ENSG00000198707/ENSG00000112320/ENSG00000146950/ENSG00000064309/ENSG00000106571",104,19.2161922320764,"Up",0.0379423568040861
