"","baseMean","log2FoldChange","lfcSE","pvalue","padj","hgnc_symbol"
"ENSG00000243289",23.9188423190096,0.246385335898994,0.469516280946052,0.556360584226154,0.658376025108236,NA
"ENSG00000119946",24.6317118890068,-1.97740123638959,0.598695579109307,0.00017776872610927,0.000567866266536846,"CNNM1"
"ENSG00000120053",816.915472369787,-0.155724545790473,0.280827720357041,0.565593100274966,0.666275933150963,"GOT1"
"ENSG00000169129",230.434446125879,1.3381190194181,0.777457307174023,0.0243879595274584,0.0489072893640297,"AFAP1L2"
"ENSG00000123240",1514.43331661862,2.89236433724694,0.192903534187615,1.00830520780521e-51,1.04271562362713e-49,"OPTN"
"ENSG00000234175",4.18317872568513,2.49885751746186,0.877165471926426,0.000580443439336338,0.00167716554264386,NA
"ENSG00000065328",289.591325897712,-3.08299559875096,0.418067043379466,1.51679520277041e-14,1.69283438904483e-13,"MCM10"
"ENSG00000165623",26.2824720326907,-9.92744984570802,2.97673353553485,7.69234330528951e-16,9.70762549810386e-15,"UCMA"
"ENSG00000107537",220.354488768156,-1.19480672500325,0.232499568281004,1.36486814536471e-07,6.97420860160871e-07,"PHYH"
"ENSG00000289266",2.00429476542619,3.17779179335338,1.74014448307322,0.00240472812273256,0.00616499900427058,NA
"ENSG00000183621",21.4807849257996,-0.437135777256087,0.399262566576731,0.235172449984701,0.333746884855487,"ZNF438"
"ENSG00000152455",308.339143561696,-1.15910915224523,0.249564775133747,1.5241924567336e-06,6.74485573484081e-06,"SUV39H2"
"ENSG00000152457",161.404726148258,0.270854768211933,0.1539535559962,0.0742666748444668,0.128298942422725,"DCLRE1C"
"ENSG00000026103",255.391791060763,2.47930767637446,0.452547363420484,5.86549111313132e-09,3.56470845168382e-08,"FAS"
"ENSG00000134453",1315.40830467207,-0.181553573018574,0.144407584409625,0.203498088940391,0.29712910117585,"RBM17"
"ENSG00000170525",947.694047408846,1.51228792022672,0.23462682201164,3.81284356826472e-11,2.99917607573132e-10,"PFKFB3"
"ENSG00000107719",428.061173589701,-3.74886405085835,0.373976904128571,6.03954692958415e-25,1.56296517363419e-23,"PALD1"
"ENSG00000095539",204.516550119383,-0.159041752228668,0.167155981280865,0.333202759381977,0.44142463064889,"SEMA4G"
"ENSG00000148795",1.86228294287364,0.515721940478854,0.893765569005351,0.320168238276153,0.427547234920653,"CYP17A1"
"ENSG00000236937",3.08105434597763,-1.26336394216792,0.991775810470191,0.0562746108110318,0.10110716840379,"PTGES3P4"
"ENSG00000282772",29.1423234251835,1.02138710533527,0.372660863056578,0.00337057340572609,0.00836225656447276,NA
"ENSG00000166275",111.868781872767,2.63402093927693,0.273112569665942,6.76088680562777e-23,1.51755994965254e-21,"BORCS7"
"ENSG00000286575",2.47784407488496,-0.972658878213893,0.920325119175444,0.115997243127369,0.186701757513385,"LOC107984265"
"ENSG00000076685",1252.86781168036,0.866678686587109,0.169253987755365,1.9898443701055e-07,9.92256874951193e-07,"NT5C2"
"ENSG00000107731",1032.824974873,0.147677972146564,0.34865719518923,0.653360942850918,0.743219614798542,"UNC5B"
"ENSG00000237512",18.7086967051521,0.605259866761307,0.470303230592866,0.148285167590436,0.229553966223522,"UNC5B-AS1"
"ENSG00000198246",146.332312556133,-1.53868722242481,0.230433452052777,8.82670238211434e-12,7.44172966929472e-11,"SLC29A3"
"ENSG00000077150",1048.9946526803,1.66956275732782,0.1495693677521,1.52060190296112e-29,5.44325351527016e-28,"NFKB2"
"ENSG00000166224",1201.96124038569,1.08612212433877,0.161546445198222,9.50092464559846e-12,7.97147766465859e-11,"SGPL1"
"ENSG00000065613",907.058566856446,0.649291384010921,0.18520291400991,0.000360462124551022,0.00108134487922178,"SLK"
"ENSG00000065618",1771.26330329541,6.42294893259362,1.15756646433604,1.3135300878289e-09,8.6397259184304e-09,"COL17A1"
"ENSG00000107960",53.7262265593609,0.433320072293737,0.28247286620005,0.108992171011229,0.177332582665457,"STN1"
"ENSG00000289745",1.22407268793823,-0.342742700858527,0.921643818149052,0.511028078222179,0.616917205654791,NA
"ENSG00000107438",4529.3224856854,1.05014398186531,0.327429399727663,0.000783213414138486,0.0022108472240521,"PDLIM1"
"ENSG00000173124",3.63312860355472,-0.801492980963116,0.8458793019605,0.165464176150411,0.251120868352437,"ACSM6"
"ENSG00000226576",1.99806828715437,0.235364444170751,0.754133860588139,0.648554153122143,0.739502132153273,NA
"ENSG00000165633",44.7704299209635,0.170020499099157,0.498384605517506,0.69622273879839,0.778159400115202,"VSTM4"
"ENSG00000165863",81.4017763887314,-1.59131162139112,0.550710440452524,0.00103069961185994,0.00284203067242304,"C10orf82"
"ENSG00000232767",41.503176466126,0.16024779836957,0.389046692417828,0.657414501826895,0.746048681710034,NA
"ENSG00000148606",692.63535225306,-0.394364751326524,0.221014803992612,0.0666679586349795,0.116986533029935,"POLR3A"
"ENSG00000138326",7813.67525610142,-0.679866228950574,0.187079112214531,0.000211212696933273,0.000663316809120403,"RPS24"
"ENSG00000119969",772.561278577205,-3.4782799620246,0.268374135606211,4.28683206857576e-39,2.62858455781375e-37,"HELLS"
"ENSG00000188199",3.32971687483248,0.308310342435431,0.721382327096267,0.557546628914873,0.659212737858173,"NUTM2B"
"ENSG00000108021",756.905912774754,0.120912152956368,0.142157586224106,0.391509861656726,0.501585320032165,"TASOR2"
"ENSG00000119943",42.652087027761,0.256036610473039,0.433255615796919,0.516134476244478,0.621584382408203,"PYROXD2"
"ENSG00000107521",163.210247743982,-0.0867565902314403,0.187969852632914,0.638197603499394,0.730570153621534,"HPS1"
"ENSG00000067057",5939.96242467601,2.04404611198845,0.338493321222109,3.32523147301141e-10,2.34838840614301e-09,"PFKP"
"ENSG00000165630",518.652745376136,0.948835626236049,0.158861132998066,1.43965357925047e-09,9.41937541432769e-09,"PRPF18"
"ENSG00000108219",1698.22320822278,1.57673136351417,0.25865296920156,3.56489238555405e-10,2.5067753795882e-09,"TSPAN14"
"ENSG00000107819",606.392606118691,4.60932902586092,0.202433875171017,5.28426374484984e-116,4.30337228721209e-113,"SFXN3"
"ENSG00000214279",25.3733527498299,2.33593379382715,0.636641014280841,3.29884665512055e-05,0.000119528306654339,"SCART1"
"ENSG00000155252",486.546188613666,1.07066007877238,0.19098473520931,1.12962354072464e-08,6.63316572133488e-08,"PI4K2A"
"ENSG00000107833",771.920677440307,-2.16937595877484,0.141575522466622,8.68305556069079e-54,9.71160634813743e-52,"NPM3"
"ENSG00000171862",51.5991822044766,0.246284224983759,0.541247573419835,0.590009200895158,0.687963349802607,"PTEN"
"ENSG00000235823",294.146330753118,-1.94927944595343,0.250361152443757,1.46405909710248e-15,1.80394232011776e-14,"OLMALINC"
"ENSG00000285932",5.42911817408461,0.729473249799826,0.578388438960068,0.129393380291069,0.204772665961332,NA
"ENSG00000198018",268.594740653118,1.06469213565885,0.20934030484919,1.94389772425107e-07,9.70645232687926e-07,"ENTPD7"
"ENSG00000119929",243.093457033606,-1.35966927258539,0.155991761120093,8.35847313572486e-19,1.37949214640272e-17,"CUTC"
"ENSG00000014919",244.80232520588,-0.288781021019856,0.147251306140193,0.0474625254360106,0.0873420934215499,"COX15"
"ENSG00000108091",805.456186297324,-0.32223965137634,0.136587257142239,0.0172378335115382,0.0361194774713103,"CCDC6"
"ENSG00000232682",84.2428231886481,-0.430912344510239,0.256115755631177,0.0812106739949046,0.138197085301503,NA
"ENSG00000282121",12.2292527460185,-0.495705084086134,0.513962054716154,0.267533873571359,0.370020844139137,NA
"ENSG00000254271",0.753190116962715,-0.516690958734161,1.17835122206334,0.257907717330871,0.359550372526748,NA
"ENSG00000170312",669.454546003264,-1.6502781443399,0.43737903855365,4.21320677796346e-05,0.00015003575926992,"CDK1"
"ENSG00000095787",1753.69601099452,0.0214139888711481,0.110638644543552,0.836090931023762,0.884490121883545,"WAC"
"ENSG00000288823",33.0324498633648,-1.52219216801039,0.341471701466704,3.1342201423433e-06,1.32378892884062e-05,NA
"ENSG00000148660",598.011063993816,-0.0955449486636942,0.161154863504568,0.547118463994552,0.650036800022706,"CAMK2G"
"ENSG00000155287",224.321128583292,0.439888814409856,0.243848018622649,0.0629492199064965,0.11130040509962,"SLC25A28"
"ENSG00000148826",92.7803283661471,1.0612453845549,0.279545342007511,7.83266778612461e-05,0.000266231019311866,"NKX6-2"
"ENSG00000171811",27.8796653915385,-0.87057756992386,0.358944933613442,0.00967958412623949,0.0216245145589199,"CFAP46"
"ENSG00000289506",3.52456981889032,-0.874788934406194,0.890009672417321,0.142371797079997,0.221769816611161,NA
"ENSG00000231298",1.7208206800025,5.290839045926,2.75012297343627,0.000975915196143211,0.00270413078272112,"MANCR"
"ENSG00000229656",5.38280160040248,1.51433099769961,0.72554530252772,0.00984709645420736,0.0219554529086793,"ITGB1-DT"
"ENSG00000226005",3.67382097715985,1.95492267138256,2.0716479095195,0.0204314566691055,0.041934611388272,"LINC02660"
"ENSG00000289239",0.849180516447333,-0.523502040724602,1.18670670481426,0.232645414566331,0.331043982941934,NA
"ENSG00000272853",12.317348304463,-0.0449523396117025,0.377326488435163,0.896435788547794,0.92824399608835,NA
"ENSG00000289412",7.94302128813271,-0.928769212145343,0.713733736286362,0.0931260646009984,0.15517041198862,NA
"ENSG00000287261",12.6559120282896,-1.60477985424864,0.582732891087715,0.00132469904108024,0.00358629306155734,"HPS1-AS1"
"ENSG00000287023",2.52966245222471,6.09581933473365,2.75737877472853,0.000143343574420373,0.000465893433449104,NA
"ENSG00000204682",478.711129555919,1.09999054252725,0.169138229076174,3.9894178467645e-11,3.1305097587077e-10,"MIR1915HG"
"ENSG00000225936",10.564357086023,-3.2082461581518,1.02792218242359,0.000109820800912506,0.00036369679397381,"SLC18A2-AS1"
"ENSG00000260475",2.33178545686077,0.987770609804391,0.874485604377239,0.104858074379598,0.171516533914908,NA
"ENSG00000273248",6.61002957975306,3.2607823237189,1.1388344457581,0.000302022577592196,0.000921520708588297,NA
"ENSG00000255624",7.43177066684438,-1.77780724277459,1.84605744445473,0.0257856988291124,0.0513154113391882,"C10orf88B"
"ENSG00000289585",7.6726519454674,-2.56779260788396,0.637639130614848,1.05321876894047e-05,4.11024851693042e-05,NA
"ENSG00000289126",2.38033325299409,-0.12392786143514,0.73895876726565,0.809383558392069,0.864731696117469,NA
"ENSG00000235100",4.4144241958565,-1.11915970193732,0.677298260952071,0.039934289811825,0.0752975611385688,NA
"ENSG00000228065",10.4894447841902,0.28622990449728,0.711761376958661,0.584245209454523,0.683021165222095,NA
"ENSG00000286409",0.898076020077172,-0.023986237011413,0.927713388310467,0.999711050260673,0.999711050260673,NA
"ENSG00000289301",1.92667518575013,0.773585928540922,1.12014638118712,0.151274872041369,0.233447217705813,NA
"ENSG00000180066",2.43894981921542,-0.653302354252066,0.856033456340438,0.250515573827456,0.351406817415411,NA
"ENSG00000221817",239.761264994902,-0.142800207391719,0.169200908772249,0.390958461825494,0.501125252824375,"PPP3CB-AS1"
"ENSG00000224934",31.894261583232,-0.405050899244313,0.38086633358781,0.249409419341391,0.350194475648527,NA
