"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000130477",589.799403956344,-5.45479151114776,0.349851202575367,-15.5917472085083,8.28365655541109e-55,9.46807411552688e-53,"UNC13A"
"ENSG00000269752",1.17472080602821,-3.36270806890632,1.57745284032844,-2.13173286892442,0.0330288131085323,0.0637200821445329,NA
"ENSG00000279300",2.40106448619427,-3.3382262353691,1.30251611440775,-2.56290590069741,0.0103800176929486,0.0230039340996888,NA
"ENSG00000130479",1038.22629076113,-0.654326844402774,0.186851559644082,-3.50185380121603,0.000462033073418074,0.00135898215499718,"MAP1S"
"ENSG00000268112",206.499249416852,-0.559643812154485,0.22450344159331,-2.49280727361091,0.0126737617171939,0.0274935029889842,NA
"ENSG00000179913",9.872273026707,-3.16638249960061,0.686662507375926,-4.61126458134565,4.00226741056492e-06,1.66346234002108e-05,"B3GNT3"
"ENSG00000248099",4.84837852873527,0.433766480845994,0.964567982468696,0.449700268648583,0.652926577615824,0.742940101958144,"INSL3"
"ENSG00000130513",432.698353613923,2.15690056440948,0.791802095506575,2.72403998000226,0.00644886994141643,0.0150118401673347,"GDF15"
"ENSG00000268199",39.8150355970431,-0.167776638494688,0.278058629992744,-0.603385834487732,0.546252043575515,0.649184980644743,NA
"ENSG00000105656",276.563004109537,-0.00295576520302906,0.168530883350224,-0.0175384187412504,0.986007083830286,0.991481827349377,"ELL"
"ENSG00000181666",431.031335159642,-0.119025265405739,0.102102199467248,-1.16574634069386,0.243717018049611,0.343608823326816,"ZNF875"
"ENSG00000105642",107.527609160812,-3.01541872417103,0.567792862114011,-5.31077251120065,1.09161522207051e-07,5.63316686874408e-07,"KCNN1"
"ENSG00000183647",74.7389509316798,-1.27788754507338,0.287305847474227,-4.44782992169353,8.67421670230965e-06,3.43332453314383e-05,"ZNF530"
"ENSG00000166704",201.727385402659,-0.0829484117558346,0.138662935844975,-0.59820175629752,0.549705319698761,0.652515287936126,"ZNF606"
"ENSG00000186017",101.08988714565,-0.560947944421539,0.224899714869111,-2.49421367540641,0.0126236526668325,0.0273938203428807,"ZNF566"
"ENSG00000197647",39.6843158394676,1.05178693452013,0.416082243202976,2.5278342243676,0.0114768528433362,0.0251608299063971,"ZNF433"
"ENSG00000124466",38.5622449925145,-2.20710691307005,0.428887023192147,-5.14612658747018,2.65920011909395e-07,1.30629133088762e-06,"LYPD3"
"ENSG00000176531",142.79527615734,0.886768902706383,0.252328655011108,3.51434086099871,0.000440846729222357,0.00130254713872275,"PHLDB3"
"ENSG00000105755",566.171615381456,1.97435970826459,0.255118454494752,7.73899211711164,1.00207993877245e-14,1.13589400628143e-13,"ETHE1"
"ENSG00000176472",354.585634374717,2.05580952982876,0.24476618535346,8.3990749247492,4.50009627151536e-17,6.27797156507979e-16,"ZNF575"
"ENSG00000134815",418.882252014075,-0.393996616389383,0.156161668565609,-2.52300465285982,0.0116356861444043,0.025468333690843,"DHX34"
"ENSG00000105419",1427.2294947852,1.07316105743103,0.17557655782829,6.11221150878557,9.82598320992997e-10,6.59112284300579e-09,"MEIS3"
"ENSG00000118160",135.523040856967,-3.24057772193207,0.3231052797971,-10.029479320075,1.13111495002367e-23,2.68215246566121e-22,"SLC8A2"
"ENSG00000287896",76.3185190724278,-1.47831301674596,0.212748479281289,-6.94864199142589,3.68819173985267e-12,3.25590368362332e-11,NA
"ENSG00000118162",247.235654897133,-1.15030660917597,0.206490357030341,-5.57075219259245,2.53641876765482e-08,1.42762576857634e-07,"KPTN"
"ENSG00000105402",534.728661089297,0.30390540219692,0.142151707145875,2.13789484698241,0.0325252785785457,0.0628649973861084,"NAPA"
"ENSG00000279861",15.0755299922124,0.00594356536725211,0.498790730830667,0.0119159499162182,0.990492672525768,0.994116658810765,NA
"ENSG00000118156",0.924952837988544,-3.01809985862919,1.91705432492119,-1.5743423748585,0.115408318225058,0.185972098252845,"ZNF541"
"ENSG00000179168",26.0402192883076,0.573993959275721,0.296467336204038,1.93611197316078,0.0528539884179304,0.095917474803013,"GGN"
"ENSG00000267090",7.34046233735362,0.19968521859485,0.567930652511846,0.351601410685762,0.725137207105229,0.801567406225706,NA
"ENSG00000188766",127.771044615671,1.02697882864071,0.338127505989837,3.03725313808567,0.0023874486936501,0.00612552062188851,"SPRED3"
"ENSG00000189190",69.8808139487225,0.0354478194398541,0.462253773501813,0.0766847594803142,0.938874329008908,0.958733771197016,"ZNF600"
"ENSG00000182986",361.855489854336,-0.237460825197639,0.165743669971638,-1.43269921100621,0.151943815082848,0.234257576824174,"ZNF320"
"ENSG00000179846",8.41442213030994,0.0488215304476883,0.495151668424227,0.0985991435776804,0.921456550034691,0.947040451723618,"NKPD1"
"ENSG00000167754",9.74904039145328,-1.38044456322604,0.587368087433639,-2.35022057336746,0.0187622890171836,0.0388946982569251,"KLK5"
"ENSG00000269495",165.360472212046,4.85841178421561,0.574093250901393,8.46275718550487,2.61129039017618e-17,3.72469773223816e-16,NA
"ENSG00000167755",413.250763708505,4.74646110983737,0.478719391720379,9.91491297810176,3.58568784884238e-23,8.18957277307908e-22,"KLK6"
"ENSG00000169035",4.12822928772779,-0.69036500872971,0.919210397112374,-0.751041340370427,0.452627776585736,0.561247724941784,"KLK7"
"ENSG00000179134",1618.19575214882,-0.143609134245983,0.1556785060085,-0.922472458967081,0.356282189588858,0.465282578836665,"SAMD4B"
"ENSG00000125734",491.071471147175,0.22035482209185,0.147317456135372,1.49578215557403,0.134710432939282,0.211721481358042,"GPR108"
"ENSG00000105261",5.0297399351492,-0.841942162581643,0.715567125855641,-1.17660822047252,0.239351915186074,0.338553566530021,"OVOL3"
"ENSG00000099625",483.076422376821,-0.0578103832276845,0.228815399390914,-0.252650754195612,0.800538105848394,0.857725342191515,"CBARP"
"ENSG00000213793",98.874854156284,-0.0917146243752592,0.426677666333131,-0.214950609352149,0.829805826426219,0.879658476363065,"ZNF888"
"ENSG00000170909",6.15339338218071,-5.75026234543288,1.00084930034875,-5.74538278982579,9.17132689795695e-09,5.46047016131501e-08,"OSCAR"
"ENSG00000130244",118.05017811412,0.425852219345059,0.326163502093786,1.30564032030355,0.191674901897187,0.282919463401531,"FAM98C"
"ENSG00000161888",244.402657110871,-1.03412681042881,0.176772602512599,-5.85004008387053,4.91454561740973e-09,3.02130358079022e-08,"SPC24"
"ENSG00000167749",3.41804204716313,-1.89132053766048,1.05611650463983,-1.79082566113809,0.0733212759851793,0.12688441810039,"KLK4"
"ENSG00000267879",1.96513185563335,-0.0476505315171603,1.11625112877133,-0.0426880029851436,0.96595024308402,0.97735142626066,NA
"ENSG00000267605",13.1901158267681,-1.09346719214401,0.46115093675526,-2.37116983831333,0.0177318809584595,0.0370266680911421,NA
"ENSG00000268751",11.6826089357462,-2.69768961061079,0.629616877796801,-4.28465262883476,1.83024926007544e-05,6.89651470757172e-05,NA
"ENSG00000264515",1.21727588907024,-3.41771717617282,1.86979388568994,-1.82785771326431,0.0675709088903631,0.118268959577835,"VSTM2B-DT"
"ENSG00000288919",6.31412308840151,-0.255941672337386,1.0299611829432,-0.248496425473056,0.803750335423575,0.860286209272417,NA
"ENSG00000231412",3.80793772188037,-4.53770519327708,1.05227879795561,-4.31226515453226,1.61590480542339e-05,6.12516061517578e-05,NA
"ENSG00000289115",1.88940751137417,-1.49868278518841,1.26404477598451,-1.18562476081684,0.235770519396038,0.334449933888234,NA
"ENSG00000245598",94.4426293888738,-0.410307926007564,0.346142795795592,-1.1853718493967,0.235870456881202,0.334573487172007,"DACT3-AS1"
"ENSG00000233527",63.2107125225391,0.169868142193285,0.289342729404295,0.587082808484642,0.55714809297141,0.658918960872927,"ZNF529-AS1"
"ENSG00000269386",285.824177202089,0.497491226499583,0.168256964840142,2.95673481910387,0.00310915387694981,0.0077805184526551,"RAB11B-AS1"
"ENSG00000267698",137.013685538294,1.28175918895752,0.340364532730456,3.76584240042596,0.000165988474525469,0.000532716705188883,NA
"ENSG00000186019",179.118449411708,0.430827088697713,0.141239602641741,3.05032781627488,0.00228591710633732,0.00588239358064091,"ZNF225-AS1"
"ENSG00000269439",210.998294808825,0.408472410647777,0.186543735635221,2.18968709539798,0.0285469376093786,0.0559979822431619,"PGLS-DT"
"ENSG00000288906",5.39492730799252,0.147968304752279,0.60115712069037,0.2461391534086,0.805574515168333,0.861882079114652,NA
"ENSG00000288827",23.8341002357634,-0.914525459318168,0.528129216555343,-1.73163201476155,0.0833391022762696,0.141314061019485,NA
"ENSG00000269416",225.441433464365,-4.62640357419474,0.283788418155907,-16.3022987486865,9.50490411160686e-60,1.2447125685853e-57,"LINC01224"
"ENSG00000288815",3.6829739018168,-0.0301018318687652,0.95918396696508,-0.0313827512818103,0.974964296859192,0.98420217738337,NA
"ENSG00000288899",4.70223305638934,0.844243889085153,0.946736029778345,0.891741586387932,0.372531457744619,0.481842852333967,NA
"ENSG00000288770",1.37677484217075,0.20922195654159,1.56445627419611,0.133734614378467,0.893612432697169,0.926351087795387,NA
"ENSG00000130669",1271.49653431053,-0.425832711595383,0.147009469622304,-2.89663456843584,0.00377188835872712,0.00926004810442099,"PAK4"
"ENSG00000105185",649.933506379262,0.0410835267470491,0.153804675212118,0.267114941014565,0.78938066415872,0.849595676206015,"PDCD5"
"ENSG00000105186",614.440866736682,-1.56191234117587,0.165219847515159,-9.4535394183351,3.27562961346717e-21,6.52621618707602e-20,"ANKRD27"
"ENSG00000186326",3.74204527465731,-2.63709120765869,1.17084994366656,-2.25228793999044,0.0243040817880412,0.048754089092168,"RGS9BP"
"ENSG00000213965",36.0065586262827,-0.807304665578831,0.470065035583547,-1.71743185403405,0.0859002956703889,0.145078529175005,"NUDT19"
"ENSG00000173809",12.6036416291591,-4.45474909056615,0.877308239090706,-5.077746785079,3.81937243300625e-07,1.83877416597345e-06,"TDRD12"
"ENSG00000021488",2.42878888891002,2.87243212816841,1.40545862663246,2.04376854198182,0.0409764182854206,0.0769507429933026,"SLC7A9"
"ENSG00000268889",3.0511320285376,-3.66837705816351,1.58354439793858,-2.31656091419914,0.0205276625991076,0.0421154847530108,NA
"ENSG00000125730",87.6579054705516,-3.47790098049092,0.355480580995941,-9.78365954828524,1.32337147739529e-22,2.91030048109039e-21,"C3"
"ENSG00000249115",343.565913235137,-1.0870999946422,0.184983781799674,-5.87673137648067,4.18446396673919e-09,2.59327303146786e-08,"HAUS5"
"ENSG00000126254",1325.43133844131,0.0271080912159869,0.142458422546556,0.190287739618399,0.849083660495591,0.894314129517221,"RBM42"
"ENSG00000105672",8.89690027476332,-0.967144182304511,0.753557388165848,-1.28343799356613,0.199338670172937,0.29213619079444,"ETV2"
"ENSG00000126267",1570.38183462616,-0.140318097921409,0.292944911415983,-0.478991415973622,0.631944735395061,0.724948359812713,"COX6B1"
"ENSG00000105668",15.8725620874623,-5.05463433649251,0.68307169219088,-7.39985918649375,1.363289844716e-13,1.37970226614753e-12,"UPK1A"
"ENSG00000226510",11.29438603531,-5.22253811553542,0.943095155588445,-5.53765766326814,3.06543701382782e-08,1.70731542167884e-07,"UPK1A-AS1"
"ENSG00000102575",24.7389531208191,-4.73079277238938,0.603401755431105,-7.84020386054301,4.49815559328002e-15,5.27314146472682e-14,"ACP5"
"ENSG00000129455",5.18127314604784,0.707609721642095,0.961390812205094,0.736027131379678,0.461714186544287,0.569979711101095,"KLK8"
"ENSG00000175221",928.827796327828,-0.261206516794774,0.177689509249751,-1.47001653557181,0.141557275607637,0.220685726389986,"MED16"
"ENSG00000174562",0.921503189947066,-3.03036861517376,1.8963308708793,-1.59801681326246,0.110039235313301,0.178712605774936,"KLK15"
"ENSG00000167595",190.41680826491,0.981076162577343,0.132811003170239,7.38700965401027,1.50167699166742e-13,1.51446216729307e-12,"PROSER3"
"ENSG00000225950",116.651562171959,2.64008840827678,0.498221914497838,5.29902104153276,1.16425218148323e-07,5.98548270851309e-07,"NTF4"
"ENSG00000105251",37.276872405115,-3.01282768044885,0.421169974239838,-7.15347214835684,8.46099572037335e-13,7.94857781084822e-12,"SHD"
"ENSG00000167664",5.12723595639279,-3.05071292437637,1.00589730753113,-3.03282740845985,0.00242274121387356,0.00620629470495871,"TMIGD2"
"ENSG00000105255",712.510178657017,-2.04290556370207,0.231578367225553,-8.82165976113097,1.12775475496861e-18,1.84490200342009e-17,"FSD1"
"ENSG00000178297",20.8726067641936,-0.431249343767542,0.373798774014619,-1.15369384210628,0.248625709405965,0.349282263456575,"TMPRSS9"
"ENSG00000129951",1622.91006862715,0.186163041621561,0.152069734775963,1.22419521475346,0.220878593932446,0.317684501060723,"PLPPR3"
